"행정구역별","연령별","항목","단위","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년",
"이천시","60대","귀농가구원수[명]","명","30","23","24","28","27","22","21","25","45","42",
"이천시","60대","귀농인수[명]","명","21","13","18","18","19","16","17","18","36","31",
"이천시","60대","동반가구원수[명]","명","9","10","6","10","8","6","4","7","9","11",
"이천시","70대이상","귀농가구원수[명]","명","9","12","5","12","7","11","8","6","14","13",
"이천시","70대이상","귀농인수[명]","명","6","9","X","9","6","5","X","X","13","5",
"이천시","70대이상","동반가구원수[명]","명","X","X","X","X","X","6","5","X","X","8",
"안성시","계","귀농가구원수[명]","명","138","133","117","207","155","137","108","128","174","167",
"안성시","계","귀농인수[명]","명","74","89","68","111","90","85","82","96","119","120",
"안성시","계","동반가구원수[명]","명","64","44","49","96","65","52","26","32","55","47",
"안성시","30대이하","귀농가구원수[명]","명","36","30","30","76","45","44","19","21","36","37",
"안성시","30대이하","귀농인수[명]","명","7","7","6","15","11","14","6","9","11","18",
"안성시","30대이하","동반가구원수[명]","명","29","23","24","61","34","30","13","12","25","19",
"안성시","40대","귀농가구원수[명]","명","20","19","17","20","21","18","18","15","30","24",
"안성시","40대","귀농인수[명]","명","11","15","12","18","15","11","14","10","21","22",
"안성시","40대","동반가구원수[명]","명","9","4","5","X","6","7","4","5","9","X",
"안성시","50대","귀농가구원수[명]","명","46","43","44","65","43","37","37","43","45","51",
"안성시","50대","귀농인수[명]","명","34","32","33","47","31","30","32","37","36","39",
"안성시","50대","동반가구원수[명]","명","12","11","11","18","12","7","5","6","9","12",
"안성시","60대","귀농가구원수[명]","명","26","30","19","31","34","29","25","39","51","47",
"안성시","60대","귀농인수[명]","명","15","25","14","23","28","23","22","33","44","36",
"안성시","60대","동반가구원수[명]","명","11","5","5","8","6","6","X","6","7","11",
"안성시","70대이상","귀농가구원수[명]","명","10","11","7","15","12","9","9","10","12","8",
"안성시","70대이상","귀농인수[명]","명","7","10","X","8","5","7","8","7","7","5",
"안성시","70대이상","동반가구원수[명]","명","X","X","4","7","7","X","X","X","5","X",
"김포시","계","귀농가구원수[명]","명","47","78","78","87","97","91","74","126","118","106",
"김포시","계","귀농인수[명]","명","30","42","47","55","66","62","50","68","71","67",
"김포시","계","동반가구원수[명]","명","17","36","31","32","31","29","24","58","47","39",
"김포시","30대이하","귀농가구원수[명]","명","14","23","19","20","21","23","17","45","26","26",
"김포시","30대이하","귀농인수[명]","명","4","X","4","8","5","10","X","6","8","5",
"김포시","30대이하","동반가구원수[명]","명","10","20","15","12","16","13","15","39","18","21",
"김포시","40대","귀농가구원수[명]","명","9","23","14","11","15","6","9","15","12","16",
"김포시","40대","귀농인수[명]","명","8","16","10","9","12","5","8","13","9","14",
"김포시","40대","동반가구원수[명]","명","X","7","4","X","X","X","X","X","X","X",
"김포시","50대","귀농가구원수[명]","명","15","21","27","27","32","36","26","39","33","28",
"김포시","50대","귀농인수[명]","명","11","15","17","19","25","27","21","27","24","24",
"김포시","50대","동반가구원수[명]","명","4","6","10","8","7","9","5","12","9","4",
"김포시","60대","귀농가구원수[명]","명","5","7","13","20","22","23","20","20","38","29",
"김포시","60대","귀농인수[명]","명","X","6","12","15","18","17","17","19","24","20",
"김포시","60대","동반가구원수[명]","명","X","X","X","5","4","6","X","X","14","9",
"김포시","70대이상","귀농가구원수[명]","명","4","4","5","9","7","X","X","7","9","7",
"김포시","70대이상","귀농인수[명]","명","4","X","4","4","6","X","X","X","6","4",
"김포시","70대이상","동반가구원수[명]","명","0","X","X","5","X","0","0","4","X","X",
"화성시","계","귀농가구원수[명]","명","130","158","188","257","278","186","158","192","235","199",
"화성시","계","귀농인수[명]","명","80","89","127","168","157","117","106","128","157","128",
"화성시","계","동반가구원수[명]","명","50","69","61","89","121","69","52","64","78","71",
"화성시","30대이하","귀농가구원수[명]","명","40","54","38","70","101","65","37","59","58","47",
"화성시","30대이하","귀농인수[명]","명","9","11","8","24","26","23","16","23","22","15",
"화성시","30대이하","동반가구원수[명]","명","31","43","30","46","75","42","21","36","36","32",
"화성시","40대","귀농가구원수[명]","명","27","29","24","36","36","21","24","17","30","26",
"화성시","40대","귀농인수[명]","명","22","20","20","28","25","18","17","12","24","23",
"화성시","40대","동반가구원수[명]","명","5","9","4","8","11","X","7","5","6","X",
"화성시","50대","귀농가구원수[명]","명","36","47","66","83","87","56","52","67","66","61",
"화성시","50대","귀농인수[명]","명","27","36","51","64","64","42","40","56","51","44",
"화성시","50대","동반가구원수[명]","명","9","11","15","19","23","14","12","11","15","17",
"화성시","60대","귀농가구원수[명]","명","15","23","37","59","44","35","28","37","69","49",
"화성시","60대","귀농인수[명]","명","13","18","31","46","34","28","25","30","53","36",
"화성시","60대","동반가구원수[명]","명","X","5","6","13","10","7","X","7","16","13",
"화성시","70대이상","귀농가구원수[명]","명","12","5","23","9","10","9","17","12","12","16",
"화성시","70대이상","귀농인수[명]","명","9","4","17","6","8","6","8","7","7","10",
"화성시","70대이상","동반가구원수[명]","명","X","X","6","X","X","X","9","5","5","6",
"광주시","계","귀농가구원수[명]","명","76","72","72","92","84","82","44","90","114","51",
"광주시","계","귀농인수[명]","명","41","45","41","55","44","46","35","53","70","35",
"광주시","계","동반가구원수[명]","명","35","27","31","37","40","36","9","37","44","16",
"광주시","30대이하","귀농가구원수[명]","명","22","18","19","24","31","25","5","33","30","12",
"광주시","30대이하","귀농인수[명]","명","5","6","5","7","6","7","5","12","8","6",
"광주시","30대이하","동반가구원수[명]","명","17","12","14","17","25","18","0","21","22","6",
"광주시","40대","귀농가구원수[명]","명","16","11","5","11","9","20","X","18","7","6",
"광주시","40대","귀농인수[명]","명","8","8","4","7","6","15","X","12","7","4",
"광주시","40대","동반가구원수[명]","명","8","X","X","4","X","5","X","6","0","X",
"광주시","50대","귀농가구원수[명]","명","20","26","24","29","20","23","22","18","30","17",
"광주시","50대","귀농인수[명]","명","14","19","16","22","15","17","17","12","21","11",
"광주시","50대","동반가구원수[명]","명","6","7","8","7","5","6","5","6","9","6",
"광주시","60대","귀농가구원수[명]","명","14","16","16","22","21","9","11","18","32","12",
"광주시","60대","귀농인수[명]","명","11","12","12","16","15","5","10","15","23","11",
"광주시","60대","동반가구원수[명]","명","X","4","4","6","6","4","X","X","9","X",
"광주시","70대이상","귀농가구원수[명]","명","4","X","8","6","X","5","X","X","15","4",
"광주시","70대이상","귀농인수[명]","명","X","0","4","X","X","X","X","X","11","X",
"광주시","70대이상","동반가구원수[명]","명","X","X","4","X","X","X","X","X","4","X",
"양주시","계","귀농가구원수[명]","명","34","37","33","73","38","46","36","51","32","48",
"양주시","계","귀농인수[명]","명","23","21","22","40","22","31","27","26","24","35",
"양주시","계","동반가구원수[명]","명","11","16","11","33","16","15","9","25","8","13",
"양주시","30대이하","귀농가구원수[명]","명","6","12","8","20","11","18","9","19","7","10",
"양주시","30대이하","귀농인수[명]","명","X","X","X","X","X","10","X","4","4","4",
"양주시","30대이하","동반가구원수[명]","명","5","10","6","19","10","8","6","15","X","6",
"양주시","40대","귀농가구원수[명]","명","10","7","4","14","5","4","5","8","X","6",
"양주시","40대","귀농인수[명]","명","7","6","X","8","X","X","5","5","X","5",
"양주시","40대","동반가구원수[명]","명","X","X","X","6","X","X","0","X","0","X",
"양주시","50대","귀농가구원수[명]","명","9","8","11","22","11","13","7","11","7","16",
"양주시","50대","귀농인수[명]","명","8","6","9","16","8","10","6","8","4","13",
"양주시","50대","동반가구원수[명]","명","X","X","X","6","X","X","X","X","X","X",
"양주시","60대","귀농가구원수[명]","명","6","5","10","16","9","6","9","8","12","14",
"양주시","60대","귀농인수[명]","명","5","4","8","14","9","5","8","6","10","12",
"양주시","60대","동반가구원수[명]","명","X","X","X","X","0","X","X","X","X","X",
"양주시","70대이상","귀농가구원수[명]","명","X","5","0","X","X","5","6","5","X","X",
"양주시","70대이상","귀농인수[명]","명","X","X","0","X","X","4","5","X","X","X",
"양주시","70대이상","동반가구원수[명]","명","X","X","0","0","X","X","X","X","0","X",
"포천시","계","귀농가구원수[명]","명","113","102","70","112","161","89","83","95","127","121",
"포천시","계","귀농인수[명]","명","76","68","50","71","68","56","60","69","88","89",
"포천시","계","동반가구원수[명]","명","37","34","20","41","93","33","23","26","39","32",
"포천시","30대이하","귀농가구원수[명]","명","28","23","19","30","81","25","23","20","30","18",
"포천시","30대이하","귀농인수[명]","명","11","7","8","6","10","6","11","7","13","9",
"포천시","30대이하","동반가구원수[명]","명","17","16","11","24","71","19","12","13","17","9",
"포천시","40대","귀농가구원수[명]","명","20","16","6","17","14","11","9","16","11","11",
"포천시","40대","귀농인수[명]","명","16","12","6","13","12","9","7","14","11","10",
"포천시","40대","동반가구원수[명]","명","4","4","0","4","X","X","X","X","0","X",
"포천시","50대","귀농가구원수[명]","명","35","38","19","41","34","30","18","32","34","43",
"포천시","50대","귀농인수[명]","명","27","28","16","35","24","24","13","24","23","33",
"포천시","50대","동반가구원수[명]","명","8","10","X","6","10","6","5","8","11","10",
"포천시","60대","귀농가구원수[명]","명","27","19","22","18","21","19","27","23","45","39",
"포천시","60대","귀농인수[명]","명","21","16","18","14","15","17","25","21","35","31",
"포천시","60대","동반가구원수[명]","명","6","X","4","4","6","X","X","X","10","8",
"포천시","70대이상","귀농가구원수[명]","명","X","6","4","6","11","4","6","4","7","10",
"포천시","70대이상","귀농인수[명]","명","X","5","X","X","7","0","4","X","6","6",
"포천시","70대이상","동반가구원수[명]","명","X","X","X","X","4","4","X","X","X","4",
"여주시","계","귀농가구원수[명]","명","86","105","147","168","190","134","102","127","140","118",
"여주시","계","귀농인수[명]","명","57","70","101","115","110","85","78","90","99","91",
"여주시","계","동반가구원수[명]","명","29","35","46","53","80","49","24","37","41","27",
"여주시","30대이하","귀농가구원수[명]","명","11","24","35","39","49","33","17","33","21","14",
"여주시","30대이하","귀농인수[명]","명","5","7","12","14","10","7","7","16","10","6",
"여주시","30대이하","동반가구원수[명]","명","6","17","23","25","39","26","10","17","11","8",
"여주시","40대","귀농가구원수[명]","명","13","12","17","14","27","12","10","13","11","14",
"여주시","40대","귀농인수[명]","명","10","9","13","12","19","11","8","12","8","10",
